seed,experiment,variant,metric,value
27182,tinyqa,alc_no_write,qa_acc_mean,0.03333334
27182,tinyqa,dataset,num_samples,60.00000000
27182,ablation,S4_eta0.05_hard_top1_additive,recall_mse,0.30384442
27182,ablation,S4_eta0.05_hard_top1_gated,recall_mse,0.30780664
27182,ablation,S4_eta0.05_softmax_additive,recall_mse,0.36385816
27182,ablation,S4_eta0.05_softmax_gated,recall_mse,0.33593813
27182,ablation,S4_eta0.05_topk_softmax_additive,recall_mse,0.30770984
27182,ablation,S4_eta0.05_topk_softmax_gated,recall_mse,0.31048146
27182,ablation,S4_eta0.20_hard_top1_additive,recall_mse,0.27915701
27182,ablation,S4_eta0.20_hard_top1_gated,recall_mse,0.30784017
27182,ablation,S4_eta0.20_softmax_additive,recall_mse,0.34519130
27182,ablation,S4_eta0.20_softmax_gated,recall_mse,0.34038538
27182,ablation,S4_eta0.20_topk_softmax_additive,recall_mse,0.30369952
27182,ablation,S4_eta0.20_topk_softmax_gated,recall_mse,0.32724693
27182,ablation,S4_eta0.50_hard_top1_additive,recall_mse,0.30157444
27182,ablation,S4_eta0.50_hard_top1_gated,recall_mse,0.29131389
27182,ablation,S4_eta0.50_softmax_additive,recall_mse,0.28617406
27182,ablation,S4_eta0.50_softmax_gated,recall_mse,0.30334985
27182,ablation,S4_eta0.50_topk_softmax_additive,recall_mse,0.28321654
27182,ablation,S4_eta0.50_topk_softmax_gated,recall_mse,0.26136002
27182,ablation,S8_eta0.05_hard_top1_additive,recall_mse,0.31042710
27182,ablation,S8_eta0.05_hard_top1_gated,recall_mse,0.32343036
27182,ablation,S8_eta0.05_softmax_additive,recall_mse,0.33734119
27182,ablation,S8_eta0.05_softmax_gated,recall_mse,0.29372573
27182,ablation,S8_eta0.05_topk_softmax_additive,recall_mse,0.30204105
27182,ablation,S8_eta0.05_topk_softmax_gated,recall_mse,0.34903416
27182,ablation,S8_eta0.20_hard_top1_additive,recall_mse,0.19899654
27182,ablation,S8_eta0.20_hard_top1_gated,recall_mse,0.28328231
27182,ablation,S8_eta0.20_softmax_additive,recall_mse,0.29823852
27182,ablation,S8_eta0.20_softmax_gated,recall_mse,0.32322061
27182,ablation,S8_eta0.20_topk_softmax_additive,recall_mse,0.29669133
27182,ablation,S8_eta0.20_topk_softmax_gated,recall_mse,0.30729452
27182,ablation,S8_eta0.50_hard_top1_additive,recall_mse,0.38417122
27182,ablation,S8_eta0.50_hard_top1_gated,recall_mse,0.25640070
27182,ablation,S8_eta0.50_softmax_additive,recall_mse,0.30003613
27182,ablation,S8_eta0.50_softmax_gated,recall_mse,0.33455524
27182,ablation,S8_eta0.50_topk_softmax_additive,recall_mse,0.27554330
27182,ablation,S8_eta0.50_topk_softmax_gated,recall_mse,0.30805466
27182,ablation,S16_eta0.05_hard_top1_additive,recall_mse,0.30816099
27182,ablation,S16_eta0.05_hard_top1_gated,recall_mse,0.29674265
27182,ablation,S16_eta0.05_softmax_additive,recall_mse,0.27599472
27182,ablation,S16_eta0.05_softmax_gated,recall_mse,0.37420812
27182,ablation,S16_eta0.05_topk_softmax_additive,recall_mse,0.30182883
27182,ablation,S16_eta0.05_topk_softmax_gated,recall_mse,0.33882302
27182,ablation,S16_eta0.20_hard_top1_additive,recall_mse,0.26434445
27182,ablation,S16_eta0.20_hard_top1_gated,recall_mse,0.34619719
27182,ablation,S16_eta0.20_softmax_additive,recall_mse,0.34518409
27182,ablation,S16_eta0.20_softmax_gated,recall_mse,0.35345322
27182,ablation,S16_eta0.20_topk_softmax_additive,recall_mse,0.24957117
27182,ablation,S16_eta0.20_topk_softmax_gated,recall_mse,0.34931746
27182,ablation,S16_eta0.50_hard_top1_additive,recall_mse,0.30677590
27182,ablation,S16_eta0.50_hard_top1_gated,recall_mse,0.24497603
27182,ablation,S16_eta0.50_softmax_additive,recall_mse,0.32444182
27182,ablation,S16_eta0.50_softmax_gated,recall_mse,0.35190630
27182,ablation,S16_eta0.50_topk_softmax_additive,recall_mse,0.22677293
27182,ablation,S16_eta0.50_topk_softmax_gated,recall_mse,0.31043851
27182,efficiency,baseline,forward_ms,0.56570402
27182,efficiency,alc,forward_ms,0.62035442
27182,efficiency,alc,slowdown_ratio,1.09660600
27182,efficiency,alc,extra_params,992.00000000
